id	name	aliases	charge	formula
crtn	Creatinine	KEGG:C00791;CAS:60-27-5;BIGG:bigg36009;	0	C4H7N3O
fucgalacgalfuc12gal14acglcgalgluside_hs	Type IIIH glycolipid	BIGG:bigg2419399;	0	C70H122N3O40FULLRCO
hpdcacrn	heptadecanoyl carnitine	BIGG:bigg2422209;	0	C24H47NO4
retfa	fatty acid retinol	BIGG:bigg2429940;	0	C20H29OFULLR2CO
lnlncacoa	alpha-Linolenoyl-CoA	BIGG:bigg2218410;	-4	C39H60N7O17P3S
pail345p_hs	phosphatidylinositol-3,4,5-trisphosphate (Homo sapiens)	KEGG:C05981;BIGG:bigg47125;	-7	C9H13O18P4FULLRCO2FULLR2CO2
fucacgalfucgalacglcgalgluside_hs	(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1	BIGG:bigg2419348;	0	C64H112N3O35FULLRCO
carveol	(E)-carveol	KEGG:C00964;BIGG:bigg36494;	0	C10H16O
gal1p	alpha-D-Galactose 1-phosphate	KEGG:C00446;CAS:2255-14-3;BIGG:bigg35001;	-2	C6H11O9P
acrn	O-Acetylcarnitine	KEGG:C02571;BIGG:bigg1442845;	0	C9H17NO4
xylt	Xylitol	KEGG:C00379;CAS:87-99-0;BIGG:bigg34810;	0	C5H12O5
4fumacac	4-Fumarylacetoacetate	KEGG:C01061;CAS:28613-33-4;BIGG:bigg1485275;	-2	C8H6O6
peamn	Phenethylamine	KEGG:C05332;CAS:64-04-0;BIGG:bigg45591;	1	C8H12N
mpdol_U	beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol, human uterine homolog	BIGG:bigg1809499;	-20	C1245H2040N20O220P20
g1m8mpdol_U	alpha-D-Glucosyl-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog	BIGG:bigg1809522;	-20	C1785H2940N20O670P20
man	D-Mannose	KEGG:C00159;CAS:3458-28-4;BIGG:bigg34085;	0	C6H12O6
im4act	Imidazole-4-acetaldehyde	KEGG:C05130;CAS:617-54-9;BIGG:bigg45184;	0	C5H6N2O
Lpipecol	L-Pipecolate	KEGG:C00408;CAS:535-75-1;BIGG:bigg34890;	0	C6H11NO2
lnlccoa	linoleic coenzyme A	KEGG:C02050;BIGG:bigg2218570;	-4	C39H62N7O17P3S
msa	Malonate semialdehyde	KEGG:C00222;CAS:None;BIGG:bigg34301;	-1	C3H3O3
crmp_hs	Ceramide 1-phosphate	KEGG:C02960;CAS:551-16-6;BIGG:bigg40902;	-2	C18H35NO5PFULLRCO
digalside_hs	Digalactosylceramide	BIGG:bigg2267787;	0	C30H56NO12FULLRCO
ksi_pre13	keratan sulfate I biosynthesis, precursor 13	BIGG:bigg2296826;	-4	C143H231N10O111S3X
nrpphrsf	Sulfate derivative of norepinephrine	BIGG:bigg2320877;	0	C8H11NO6S
R4coa_hs	R group 4 Coenzyme A homo sapiens	BIGG:bigg2219197;	-4	XCO2C21H31N7O15P3S
ksi_deg18	keratan sulfate I, degradation product 18	BIGG:bigg2416931;	-7	C146H235N10O127S7
dmhptcoa	2,6 dimethylheptanoyl-CoA	BIGG:bigg2365555;	-4	C30H52N7O17P3S
anth	Anthranilate	KEGG:C00108;CAS:118-92-3;BIGG:bigg33883;	-1	C7H6NO2
f1p	D-Fructose 1-phosphate	KEGG:C01094;CAS:15978-08-2;BIGG:bigg40936;	-2	C6H11O9P
dha	Dihydroxyacetone	KEGG:C00184;CAS:96-26-4;BIGG:bigg34170;	0	C3H6O3
3mldz	3-Methylimidazole acetaldehyde	KEGG:C05827;CAS:63-37-6;BIGG:bigg46585;	0	C6H8N2O
xol24oh	24-Hydroxycholesterol	CAS:474-73-7;BIGG:bigg2197434;	0	C27H46O2
5hoxindact	5-Hydroxyindoleacetaldehyde	KEGG:C05634;CAS:552-58-9;BIGG:bigg46165;	0	C10H9NO2
ntm2amep	N-Trimethyl-2-aminoethylphosphonate	KEGG:C06459;CAS:35597-43-4;BIGG:bigg48308;	-1	C5H13NO3P
tststerone	Testosterone	KEGG:C00535;CAS:58-22-0;BIGG:bigg35280;	0	C19H28O2
paf_hs	1-alkyl 2-acteylglycerol 3-phosphocholine (homo sapiens)	BIGG:bigg2255880;	0	C11H23O4NPFULLRCO2
mi13p	1D-myo-Inositol 1,3-bisphosphate	KEGG:C04062;CAS:103597-56-4;BIGG:bigg43061;	-4	C6H10O12P2
Ndmelys	Protein N6,N6-dimethyl-L-lysine	KEGG:C05545;CAS:52500-60-4;BIGG:bigg45999;	2	C2H7X
gluside_hs	glucocerebroside (homo sapiens)	BIGG:bigg2265459;	0	C24H46NO7FULLRCO
ksi_pre5	keratan sulfate I biosynthesis, precursor 5	BIGG:bigg2296816;	-2	C101H164N7O75SX
ksi_pre27	keratan sulfate I biosynthesis, precursor 27	BIGG:bigg2296845;	-9	C205H328N14O171S8X
ksii_core4_pre2	keratan sulfate II boisynthesis, precursor 2	BIGG:bigg2299217;	-1	C47H76N4O33X
cs_d_pre4	chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 4	BIGG:bigg2300745;	-5	C45H66N2O45S3X
debrisoquine	debrisoquine	BIGG:bigg2299980;	1	C10H14N3
hs_deg12	heparan sulfate, degradation product 12	BIGG:bigg2303858;	-7	C55H82N3O64S6
hs_deg19	heparan sulfate, degradation product 19	BIGG:bigg2303865;	-3	C43H67N2O42S2
ksi_deg40	keratan sulfate I, degradation product 40	BIGG:bigg2416956;	0	C40H68N2O31
acglcgalgluside_hs	(Gal)1 (Glc)1 (GlcNAc)1 (Cer)1	BIGG:bigg2419320;	0	C38H69N2O17FULLRCO
xolest2_hs	cholesterol ester (from FULLR2)	BIGG:bigg2421141;	0	C27H45FULLR2CO2
adrncrn	Adrenyl carnitine	BIGG:bigg2614417;	0	C29H49NO4
acgagbside_hs	alpha GalNAc globoside (homo sapiens)	BIGG:bigg2266488;	0	C52H92N3O27FULLRCO
ametam	S-Adenosylmethioninamine	KEGG:C01137;BIGG:bigg36895;	2	C14H24N6O3S
pan4p	Pantetheine 4'-phosphate	KEGG:C01134;BIGG:bigg36886;	-2	C11H21N2O7PS
g3m8mpdol_U	(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog	BIGG:bigg1809526;	-20	C1905H3140N20O770P20
m6mpdol_U	(alpha-D-Mannosyl)6-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog	BIGG:bigg1809514;	-20	C1605H2640N20O520P20
m5mpdol_L	(alpha-D-Mannosyl)5-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog	BIGG:bigg1809511;	-20	C1600H2628N20O470P20
g1m8masn	(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	BIGG:bigg1822408;	0	C76H127N2O60X
ctp	CTP	KEGG:C00063;CAS:65-47-4;BIGG:bigg33710;	-4	C9H12N3O14P3
strch1	starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})	BIGG:bigg2214270;	0	C66H112O56
kdn	2-keto-3-deoxy-D-glycero-D-galactononic acid	BIGG:bigg2235495;	-1	C9H15O9
ak2g_hs	1-alkyl 2-acylglycerol	BIGG:bigg2255859;	0	C5H10O2FULLRFULLR2CO2
mi34p	1D-myo-Inositol 3,4-bisphosphate	KEGG:C04063;CAS:103597-56-4;BIGG:bigg43066;	-4	C6H10O12P2
dem2emgacpail_prot_hs	deacylated-(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol	BIGG:bigg2289583;	0	C37H70N3O34P3FULLRCO2FULLR2CO2X
cs_c,d,e_pre1	chondroitin sulfate C (GalNAc6S-GlcA) and D (GlcNAc6S-GlcA2S), precursor 1	BIGG:bigg2300735;	-3	C31H47NO31S2X
tymsf	Tyramine O-sulfate	CAS:30223-92-8;BIGG:bigg2320878;	0	C8H11NO4S
dmnoncoa	4,8 dimethylnonanoyl-CoA	BIGG:bigg2364597;	-4	C32H54N7O17P3S
hs_deg1	heparan sulfate, degradation product 1	BIGG:bigg2303738;	-12	C79H115N5O99S11
ksi_deg21	keratan sulfate I, degradation product 21	BIGG:bigg2416932;	-6	C132H213N9O114S6
ksii_core4_deg3	keratan sulfate II (core 4-linked), degradation product 3	BIGG:bigg2418069;	-2	C66H107N6O51S2X
Tn_antigen	Tn antigen	BIGG:bigg1885271;	0	C8H14NO5X
micit	methylisocitrate	KEGG:C04593;CAS:20298-95-7;BIGG:bigg44122;	-3	C7H7O7
xu5p-D	D-Xylulose 5-phosphate	KEGG:C00231;CAS:None;BIGG:bigg34329;	-2	C5H9O8P
g1p	D-Glucose 1-phosphate	KEGG:C00103;CAS:59-56-3;BIGG:bigg33865;	-2	C6H11O9P
man6p	D-Mannose 6-phosphate	KEGG:C00275;CAS:None;BIGG:bigg34471;	-2	C6H11O9P
3ohxccoa	3-Oxohexacosyl-CoA	BIGG:bigg1457707;	-4	C47H80N7O18P3S
dhlam	Dihydrolipoamide	KEGG:C00579;CAS:3884-47-7;BIGG:bigg35406;	0	C8H17NOS2
g3pc	sn-Glycero-3-phosphocholine	KEGG:C00670;BIGG:bigg35659;	0	C8H20NO6P
itaccoa	Itaconyl-CoA	KEGG:C00531;BIGG:bigg35266;	-5	C26H35N7O19P3S
ttc-ggdp	trans,trans,cis-Geranylgeranyl diphosphate	BIGG:bigg1759656;	-3	C20H33O7P2
chito2pdol_L	N,N'-Diacetylchitobiosyldiphosphodolichol, human liver homolog	BIGG:bigg1809476;	-20	C1240H2028N20O170P20
dedol_U	Dehydrodolichol, human uterine homolog	BIGG:bigg1821333;	0	C1025H1660O10
mhista	N-Methylhistamine	KEGG:C05127;CAS:617-54-9;BIGG:bigg45171;	1	C6H12N3
17ahprgnlone	17alpha-Hydroxypregnenolone	KEGG:C05138;CAS:387-79-1;BIGG:bigg45199;	0	C21H32O3
lyxnt	L-lyxonate	KEGG:C05412;CAS:583-08-4;BIGG:bigg45756;	-1	C5H9O6
mi4p-D	1D-myo-Inositol 4-phosphate	KEGG:C03546;CAS:46495-39-0;BIGG:bigg42060;	-2	C6H11O9P
retinal-cis-9	cis-9-retinal	BIGG:bigg2265509;	0	C20H28O
mgacpail_hs	mannosyl-glucosaminyl-acylphosphatidylinositiol (H2)	BIGG:bigg2282492;	0	C37H68NO19PFULLRCO2FULLR2CO2
cs_a_deg3	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 3	BIGG:bigg2415890;	-3	C31H48NO32S2
cs_d_deg6	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 6	BIGG:bigg2416184;	-3	C23H35O27S2
cs_e_deg5	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 5	BIGG:bigg2416322;	-4	C31H47NO35S3
ksi_deg19	keratan sulfate I, degradation product 19	BIGG:bigg2416940;	-6	C146H236N10O124S6
h2co3	carbonic acid	BIGG:bigg1436647;	0	H2CO3
gar	N1-(5-Phospho-D-ribosyl)glycinamide	KEGG:C03838;BIGG:bigg42621;	-1	C7H14N2O8P
4aphdob	4-(2-Aminophenyl)-2,4-dioxobutanoate	KEGG:C01252;BIGG:bigg37199;	-1	C10H8NO4
5hxkynam	5-Hydroxykynurenamine	KEGG:C05638;CAS:552-58-9;BIGG:bigg46174;	1	C9H13N2O2
kdnp	2-keto-3-deoxy-D-glycero-D-galactononic acid 9-phosphate	BIGG:bigg2235507;	-3	C9H14O12P
cgly	Cys-Gly	KEGG:C01419;CAS:19246-18-5;BIGG:bigg1445980;	0	C5H10N2O3S
cs_e_pre5a	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5a	BIGG:bigg2301273;	-7	C45H64N2O51S5X
ahandrostan	3alpha-Hydroxy-5beta-androstan-17-one	KEGG:C04373;CAS:53-42-9;BIGG:bigg43684;	0	C19H30O2
estriol	estriol	KEGG:C05141;CAS:50-27-1;BIGG:bigg45207;	0	C18H24O3
3amp	3'-AMP	KEGG:C01367;CAS:84-21-9;BIGG:bigg2224997;	-2	C10H12N5O7P
cs_c_deg5	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 5	BIGG:bigg2416064;	-2	C23H36O24S
ksii_core2_deg1	keratan sulfate II (core 2-linked), degradation product 1	BIGG:bigg2418056;	-3	C70H113N5O59S3X
galacglcgalacglcgal14acglcgalgluside_hs	I-antigen	BIGG:bigg2419410;	0	C72H125N4O42FULLRCO
icit	Isocitrate	KEGG:C00311;CAS:30810-51-6;BIGG:bigg34579;	-3	C6H5O7
2dr5p	2-Deoxy-D-ribose 5-phosphate	KEGG:C00673;CAS:102916-66-5;BIGG:bigg35666;	-2	C5H9O7P
ahcys	S-Adenosyl-L-homocysteine	KEGG:C00021;CAS:979-92-0;BIGG:bigg33543;	0	C14H20N6O5S
ncam	Nicotinamide	KEGG:C00153;CAS:98-92-0;BIGG:bigg34058;	0	C6H6N2O
uppg3	Uroporphyrinogen III	KEGG:C01051;CAS:1976-85-8;BIGG:bigg36704;	-8	C40H36N4O16
xyl-D	D-Xylose	KEGG:C00181;CAS:58-86-6;BIGG:bigg34162;	0	C5H10O5
coa	Coenzyme A	KEGG:C00010;CAS:85-61-0;BIGG:bigg33502;	-4	C21H32N7O16P3S
dkmpp	2,3-diketo-5-methylthio-1-phosphopentane	KEGG:C15650;BIGG:bigg1450933;	-2	C6H9O6PS
hdd2coa	trans-Hexadec-2-enoyl-CoA	KEGG:C05272;BIGG:bigg45474;	-4	C37H60N7O17P3S
dolglcp_U	Dolichyl beta-D-glucosyl phosphate, human uterine homolog	BIGG:bigg1809281;	-10	C1085H1780O90P10
lipoate	Lipoate	KEGG:C00725;CAS:62-46-4;BIGG:bigg35801;	0	C8H14O2S2
3hbcoa	(S)-3-Hydroxybutanoyl-CoA	KEGG:C01144;BIGG:bigg36912;	-4	C25H38N7O18P3S
Nacsertn	N-Acetylserotonin	KEGG:C00978;CAS:1210-83-9;BIGG:bigg36527;	0	C12H14N2O2
xoldiolone	7alpha,12alpha-Dihydroxycholest-4-en-3-one	KEGG:C05457;CAS:67-97-0;BIGG:bigg45850;	0	C27H44O3
sarcs	Sarcosine	KEGG:C00213;CAS:107-97-1;BIGG:bigg34275;	0	C3H7NO2
mev-R	(R)-Mevalonate	KEGG:C00418;CAS:150-97-0;BIGG:bigg34923;	-1	C6H11O4
7dhchsterol	7-Dehydrocholesterol	KEGG:C01164;CAS:434-16-2;BIGG:bigg36958;	0	C27H44O
arachcoa	arachidyl coenzyme A	BIGG:bigg2218697;	-4	C41H70N7O17P3S
uri	Uridine	KEGG:C00299;CAS:58-96-8;BIGG:bigg34541;	0	C9H12N2O6
pail4p_hs	1-Phosphatidyl-1D-myo-inositol 4-phosphate (Homo sapiens)	BIGG:bigg2255620;	-3	C9H15O12P2FULLRCO2FULLR2CO2
L2aadp6sa	L-2-Aminoadipate 6-semialdehyde	KEGG:C04076;BIGG:bigg1445244;	0	C6H11NO3
pail34p_hs	phosphatidylinositol-3,4-bisphosphate (Homo sapiens)	BIGG:bigg2265222;	-5	C9H14O15P3FULLRCO2FULLR2CO2
mi14p	1D-myo-Inositol 1,4-bisphosphate	KEGG:C01220;CAS:47055-78-7;BIGG:bigg37109;	-4	C6H10O12P2
t2m26dcoa	trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA	BIGG:bigg2266111;	-4	C31H46N7O17P3S
udp	UDP	KEGG:C00015;CAS:58-98-0;BIGG:bigg33518;	-3	C9H11N2O12P2
1a25dhvitd3	1-alpha,25-Dihydroxyvitamin D3	BIGG:bigg2289241;	0	C27H44O3
mem2emgacpail_prot_hs	({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol-Protein (M4B)	BIGG:bigg2289699;	0	C59H110N3O40P3FULLRCO2FULLR2CO2X
ksii_core2_pre1	keratan sulfate II biosynthesis, precursor 1	BIGG:bigg2293843;	-1	C33H53N3O23X
ksi_pre32	keratan sulfate I biosynthesis, precursor 32	BIGG:bigg2296850;	-11	C227H362N16O192S10X
ksi	keratan sulfate I	BIGG:bigg2296858;	-13	C247H393N17O213S12X
cspg_d	chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan	BIGG:bigg2300747;	-7	C45H64N2O51S5X
hs_deg9	heparan sulfate, degradation product 9	BIGG:bigg2303822;	-10	C61H87N3O76S8
Rtotal2	R total 2 position	BIGG:bigg2220400;	-1	CO2FULLR2
ump	UMP	KEGG:C00105;CAS:58-97-9;BIGG:bigg33873;	-2	C9H11N2O9P
gdchola	glycochenodeoxycholate	KEGG:C05466;CAS:67-97-0;BIGG:bigg45866;	0	C26H43NO5
T4hcinnm	trans-4-Hydroxycinnamate	KEGG:C00811;CAS:7400-08-0 501-98-4;BIGG:bigg36077;	-1	C9H7O3
cs_b	chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), free chain	BIGG:bigg2415880;	-6	C45H66N2O49S4
pheacgln	alpha-N-Phenylacetyl-L-glutamine	KEGG:C04148;CAS:34522-32-2;BIGG:bigg43248;	0	C13H16N2O4
Ser/Thr	protein-linked serine or threonine residue (O-glycosylation site)	BIGG:bigg1885235;	0	XH
fucgalacglcgalgluside_hs	Type IH glycolipid	BIGG:bigg2419328;	0	C50H89N2O26FULLRCO
galacglcgal14acglcgalgluside_hs	i-antigen	BIGG:bigg2419406;	0	C58H102N3O32FULLRCO
cbl2	Cob(II)alamin	KEGG:C00541;CAS:14463-33-3;BIGG:bigg35292;	0	C62H92CoN13O14P
10fthf6glu	10-formyltetrahydrofolate-[Glu](6)	BIGG:bigg2304244;	-7	C45H51N12O22
pcrn	propionyl-carnitine	BIGG:bigg1862604;	0	C10H19NO4
eicostetcoa	eicosatetranoyl coenzyme A	BIGG:bigg2219624;	-4	C41H62N7O17P3S
clpndcrn	clupanodonyl carnitine	BIGG:bigg2614454;	0	C29H47NO4
fucfucgalacglcgalgluside_hs	Leb glycolipid	BIGG:bigg2419332;	0	C56H99N2O30FULLRCO
tststeroneglc	testosterone glucuronide	BIGG:bigg2304840;	0	C25H36O8
hdd2crn	trans-Hexadec-2-enoyl carnitine	BIGG:bigg2734943;	0	C23H43NO4
man1p	D-Mannose 1-phosphate	KEGG:C00636;BIGG:bigg42578;	-2	C6H11O9P
aicar	5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide	KEGG:C04677;CAS:3031-94-5;BIGG:bigg44312;	-2	C9H13N4O8P
glyc	Glycerol	KEGG:C00116;CAS:56-81-5;BIGG:bigg33915;	0	C3H8O3
h2o2	Hydrogen peroxide	KEGG:C00027;CAS:7722-84-1;BIGG:bigg33570;	0	H2O2
alpro	S-Aminomethyldihydrolipoylprotein	KEGG:C01242;BIGG:bigg37170;	1	CH6NS2X
stcrn	stearoylcarnitine	BIGG:bigg1585824;	0	C25H49NO4
pcreat	Phosphocreatine	BIGG:bigg1594794;	-1	C4H9N3O5P
forglu	N-Formimidoyl-L-glutamate	KEGG:C00439;BIGG:bigg34986;	-2	C6H8N2O4
34dhpha	3,4-Dihydroxyphenylacetate	KEGG:C01161;CAS:102-32-9;BIGG:bigg36946;	-1	C8H7O4
seahcys	Se-Adenosylselenohomocysteine	KEGG:C05692;CAS:4408-78-0;BIGG:bigg46298;	0	C14H20N6O5Se
glcur	D-Glucuronate	KEGG:C00191;CAS:1700908;BIGG:bigg34196;	-1	C6H9O7
2hb	2-Hydroxybutyrate	KEGG:C05984;CAS:71-23-8;BIGG:bigg47130;	-1	C4H7O3
3htmelys	3-Hydroxy-N6,N6,N6-trimethyl-L-lysine	KEGG:C01259;BIGG:bigg37211;	0	C9H20N2O3
ppmi1346p	Diphosphoinositol tetrakisphosphate	BIGG:bigg2265082;	-11	C6H7O24P6
em2emgacpail_prot_hs	(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol	BIGG:bigg2289484;	0	C53H100N3O35P3FULLRCO2FULLR2CO2X
gt3_hs	GT3 (homo sapiens)	BIGG:bigg2266622;	-3	C63H104N4O36FULLRCO
etfox	Electron transfer flavoprotein oxidized	BIGG:bigg2300965;	0	R
hs_deg4	heparan sulfate, degradation product 4	BIGG:bigg2303781;	-12	C73H104N4O92S10
estrones	Estrone 3-sulfate	KEGG:C02538;CAS:57-91-0;BIGG:bigg40054;	-1	C18H21O5S
tettet6	tetracosatetraenoic acid n-6	BIGG:bigg2219653;	-1	C24H39O2
phyt	phytanic acid	KEGG:C01607;CAS:14721-66-5;BIGG:bigg37991;	-1	C20H39O2
ksi_deg4	keratan sulfate I, degradation product 4	BIGG:bigg2416918;	-12	C222H355N15O197S12
3spyr	3-Sulfopyruvate	KEGG:KEGG - C05528;BIGG:bigg1884585;	-2	C3H2O6S
galacglc13galacglcgal14acglcgalgluside_hs	nLc8Cer	BIGG:bigg2419454;	0	C72H125N4O42FULLRCO
aqcobal	Aquacob(III)alamin	KEGG:C00992;BIGG:bigg36561;	0	C62H93CoN13O15P
13-cis-oretn	13-cis-oxo-retinoic acid	BIGG:bigg2430442;	-1	C20H27O3
nrvnccrn	Nervonyl carnitine	BIGG:bigg2614386;	0	C31H59NO4
galfucgalacglcgal14acglcgalgluside_hs	(Gal)4 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1	BIGG:bigg2419448;	0	C70H122N3O41FULLRCO
2mcacn	cis-2-Methylaconitate	KEGG:C04225;CAS:99-98-9;BIGG:bigg43396;	-3	C7H5O6
tyr-L	L-Tyrosine	KEGG:C00082;CAS:60-18-4;BIGG:bigg33785;	0	C9H11NO3
phom	O-Phospho-L-homoserine	KEGG:C01102;BIGG:bigg36811;	-2	C4H8NO6P
his-L	L-Histidine	KEGG:C00135;CAS:71-00-1;BIGG:bigg33985;	0	C6H9N3O2
dhor-S	(S)-Dihydroorotate	KEGG:C00337;CAS:5988-19-2;BIGG:bigg34662;	-1	C5H5N2O4
ggdp	Geranylgeranyl diphosphate	KEGG:C00353;BIGG:bigg34712;	-3	C20H33O7P2
abt	L-Arabinitol	KEGG:C00532;CAS:7643-75-6;BIGG:bigg35268;	0	C5H12O5
csn	Cytosine	KEGG:C00380;CAS:71-30-7;BIGG:bigg34812;	0	C4H5N3O
biliverd	Biliverdin	KEGG:C00500;CAS:114-25-0;BIGG:bigg35167;	-2	C33H32N4O6
dolglcp_L	Dolichyl beta-D-glucosyl phosphate, human liver homolog	BIGG:bigg1809280;	-10	C1140H1868O90P10
dutp	dUTP	KEGG:C00460;BIGG:bigg35037;	-4	C9H11N2O14P3
eryth	L-Erythrulose	KEGG:C02045;CAS:533-50-6;BIGG:bigg38964;	0	C4H8O4
od2coa	trans-Octadec-2-enoyl-CoA	KEGG:C16218;BIGG:bigg1452075;	-4	C39H64N7O17P3S
3mb2coa	3-Methylbut-2-enoyl-CoA	KEGG:C03069;BIGG:bigg41135;	-4	C26H38N7O17P3S
pydxn	Pyridoxine	KEGG:C00314;CAS:65-23-6;BIGG:bigg34590;	0	C8H11NO3
pail3p_hs	1-Phosphatidyl-1D-myo-inositol 3-phosphate (Homo sapiens)	KEGG:C04549;CAS:652-69-7;BIGG:bigg44024;	-3	C9H15O12P2FULLRCO2FULLR2CO2
acglcgalgbside_hs	GlcNAc-Gal globoside (homo sapiens)	BIGG:bigg2266514;	0	C58H102N3O32FULLRCO
ga1_hs	GA1 (homo sapiens)	BIGG:bigg2266534;	0	C44H79N2O22FULLRCO
emgacpail_hs	phosphoethanolaminyl-mannosyl-glucosylaminyl-acylphosphatidylinositol (H5)	BIGG:bigg2288858;	0	C39H74N2O22P2FULLRCO2FULLR2CO2
ksii_core2_pre2	keratan sulfate II biosynthesis, precursor 2	BIGG:bigg2296039;	-1	C39H63N3O28X
Ser-Gly/Ala-X-Gly	protein-linked serine residue (glycosaminoglycan attachment site)	BIGG:bigg2299698;	0	XH
prostg1	(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate	KEGG:C04654;CAS:35597-44-5;BIGG:bigg44269;	-1	C20H31O5
triodthysuf	Triiodothyronine sulfate	CAS:31135-55-4;BIGG:bigg2320886;	-1	C15H11I3NO7S
mag_hs	monoacylglycerol 2 (homo sapiens)	BIGG:bigg2220593;	0	C3H7O2FULLR2CO2
fucfucgalacglcgal14acglcgalgluside_hs	(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1	BIGG:bigg2419450;	0	C70H122N3O40FULLRCO
adocbl	Adenosylcobalamin	KEGG:C00194;CAS:13870-90-1;BIGG:bigg34204;	0	C72H100CoN18O17P
idour	L-Iduronate	KEGG:C06472;CAS:2073-35-0;BIGG:bigg48353;	-1	C6H9O7
arachcrn	arachidyl carnitine	BIGG:bigg2614347;	0	C27H53NO4
nh4	Ammonium	KEGG:C01342;CAS:14798-03-9;BIGG:bigg33515;	1	H4N
4mtolbutamide	4 hydroxy tolbutamide	BIGG:bigg2299999;	0	C12H18N2O4S
gp1calpha_hs	GP1c alpha  (homo sapiens)	BIGG:bigg2288499;	-5	C99H159N7O62FULLRCO
4ppan	D-4'-Phosphopantothenate	KEGG:C03492;BIGG:bigg41952;	-3	C9H15NO8P
ribflv	Riboflavin	KEGG:C00255;CAS:83-88-5;BIGG:bigg34409;	0	C17H20N4O6
trp-L	L-Tryptophan	KEGG:C00078;CAS:73-22-3;BIGG:bigg33772;	0	C11H12N2O2
gdpddman	GDP-4-dehydro-6-deoxy-D-mannose	KEGG:C01222;BIGG:bigg37116;	-2	C16H21N5O15P2
44mctr	4,4-dimethylcholesta-8,14,24-trienol	BIGG:bigg1454719;	0	C29H46O
pmtcrn	L-Palmitoylcarnitine	KEGG:C02990;CAS:18877-64-0;BIGG:bigg40966;	0	C23H45NO4
sph1p	Sphinganine 1-phosphate	KEGG:C01120;BIGG:bigg1485322;	-1	C18H39NO5P
g1m7masnC	glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)	BIGG:bigg1838933;	0	C70H117N2O55X
bilirub	Bilirubin	KEGG:C00486;CAS:635-65-4;BIGG:bigg35117;	-2	C33H34N4O6
core2	Core 2	BIGG:bigg1885365;	0	C22H37N2O15X
3m4hpga	3-Methoxy-4-hydroxyphenylglycolaldehyde	KEGG:C05583;CAS:306-08-1;BIGG:bigg46069;	0	C9H10O4
44mzym	4,4-dimethylzymosterol	KEGG:C05108;CAS:59865-13-3;BIGG:bigg45128;	0	C29H48O
dsmsterol	Desmosterol	KEGG:C01802;CAS:313-04-2;BIGG:bigg38445;	0	C27H44O
clpnd	clupanodonic acid	BIGG:bigg2218032;	-1	C22H33O2
clpndcoa	clupanodonyl CoA	BIGG:bigg2218826;	-4	C43H64N7O17P3S
decdp	all trans Decaprenyl diphosphate	BIGG:bigg1787600;	-3	C50H81O7P2
udpg	UDPglucose	KEGG:C00029;BIGG:bigg33576;	-2	C15H22N2O17P2
em2emgacpail_hs	(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol (H7)	BIGG:bigg2288947;	0	C53H100N3O35P3FULLRCO2FULLR2CO2
12HPET	12-Hydroperoxyeicosa-5,8,10,14-tetraenoate	KEGG:C04820;CAS:70608-72-9;BIGG:bigg44618;	-1	C20H31O4
ksii_core2_pre4	keratan sulfate II biosynthesis, precursor 4	BIGG:bigg2296402;	-1	C53H86N4O38X
leuktrB4	Leukotriene B4	KEGG:C02165;CAS:71160-24-2;BIGG:bigg39243;	-1	C20H31O4
